,0
1686,TNFRSF12A
1687,CDX2
1688,PIGQ
1689,MIAT
1690,KIAA1958
1691,IL34
1692,DCLK1
1693,TRMT10C
1694,SENP8
1695,TRS-TGA2-1
1696,FRMD3
1697,FAM162A
1698,IGHE
1699,ICAM5
1700,EIF3B
1701,SETDB2
1702,GFRA4
1703,SLC12A6
1704,UBE2O
1705,SLC30A7
1706,GFRA1
1707,ALDH2
1708,CTNND1
1709,SECTM1
1710,COLEC10
1711,ARHGAP28
1712,PAK1IP1
1713,CLDN16
1714,TOMM40
1715,TNC
1716,COA4
1717,PRKCE
1718,CNP
1719,SPDYA
1720,CEBPE
1721,TREM2
1722,HJV
1723,MRPS27
1724,RBKS
1725,ANKZF1
1726,AKAP17A
1727,LTO1
1728,ENTR1
1729,TRABD2A
1730,MTARC2
1731,CRYGC
1732,NEURL4
1733,GUCD1
1734,RIOK3
1735,SLC16A11
1736,MIR519D
1737,EXOC2
1738,TSPAN3
1739,RSL24D1
1740,TNKS
1741,SYNJ2
1742,GABRD
1743,SLC26A6
1744,SYT9
1745,KLF9
1746,LDHB
1747,NDRG4
1748,F9
1749,GNG7
1750,RIPK3
1751,GORASP1
1752,METRN
1753,FBN2
1754,C11orf48
1755,UTP20
1756,ERG
1757,GJB1
1758,MYOZ2
1759,FGF11
1760,DSCAM
1761,FXYD2
1762,ASZ1
1763,PATZ1
1764,PPIL4
1765,EXOG
1766,DTD1
1767,LYG2
1768,SLC22A11
1769,EEF1AKMT1
1770,FAM72A
1771,RNASEH2B
1772,RPL11
1773,ZNF528
1774,KRT36
1775,ZNF80
1776,TSPAN33
1777,TSR1
1778,ZNF141
1779,ETNPPL
1780,ARMC3
1781,MT1H
1782,MYDGF
1783,TYR
1784,COQ8B
1785,MIR182
1786,UTP15
1787,SPATA18
1788,POLR1C
1789,PSTPIP2
1790,TP53TG5
1791,CMKLR2-AS
1792,BAG5
1793,DARS1
1794,MUC17
1795,PYGM
1796,ETFBKMT
1797,SNRNP40
1798,SPX
1799,RPP14
1800,OTOP1
1801,FANCM
1802,HMGN2P46
1803,HMGB3
1804,UNC13B
1805,ANKRD13B
1806,UBE2Q1
1807,AGFG2
1808,GPA33
1809,ALDH1A1
1810,CAV3
1811,MIR99AHG
1812,PTPN23
1813,PLPPR3
1814,OPN1SW
1815,KCNIP4
1816,ESPN
1817,GBP2
1818,CNGA3
1819,NKD1
1820,IPO13
1821,NTM
1822,ADGRE3
1823,MAGEC3
1824,MCOLN2
1825,RHEX
1826,ANXA13
1827,LARP4
1828,CLCN7
1829,CRISPLD2
1830,CYP2U1
1831,GOLGA4
1832,COL4A1
1833,IFNB1
1834,SNX21
1835,TSHZ1
1836,AGTRAP
1837,CADPS
1838,PRKAB1
1839,MCM10
1840,CBLN2
1841,IGFN1
1842,ARNT2
1843,MKRN2
1844,TFF3
1845,ABCA2
1846,NUP50
1847,URI1
1848,KLRB1
1849,MIOX
1850,THBS4
1851,FURIN
1852,IL11
1853,TOP2A
1854,GSC2
1855,MON1A
1856,ZNF496
1857,RLF
1858,DHX37
1859,MAGEB2
1860,GFER
1861,NOL11
1862,PGLYRP2
1863,GGTLC1
1864,METTL3
1865,MARCHF1
1866,PKDREJ
1867,KANSL3
1868,KDM6A
1869,LINC00538
1870,PBLD
1871,ITGA3
1872,DCTN1
1873,PKHD1
1874,CHAD
1875,GBP4
1876,DPPA3
1877,MAPK14
1878,PITPNB
1879,CHRNA2
1880,AGXT
1881,WIPF2
1882,PRKAR1B
1883,AMT
1884,KHNYN
1885,CLDN2
1886,COL6A2
1887,CBR4
1888,SS18L1
1889,IDNK
1890,TRK-TTT3-5
1891,PCAT18
1892,VARS1
1893,KBTBD4
1894,GTF3C3
1895,QRFP
1896,MASP1
1897,DOK3
1898,MYF5
1899,NRAS
1900,NXF5
1901,GALNT15
1902,TMEM106B
1903,ODF2
1904,GALE
1905,CEBPG
1906,NGFR
1907,INHBE
1908,SLC25A41
1909,ARHGAP33
1910,HLA-DOB
1911,NDUFAF8
1912,MAPK15
1913,TAS2R46
1914,PPIL2
1915,ANGPTL3
1916,SSBP2
1917,TANGO2
1918,WDR13
1919,GINS4
1920,IDI1
1921,LRRC56
1922,SLC26A9
1923,APOM
1924,ALOX15
1925,NAP1L4
1926,KCNE4
1927,UQCC2
1928,SLC23A1
1929,PKD1L3
1930,TRAM2
1931,AGRP
1932,MAF1
1933,MLL
1934,SPTLC2
1935,SREBF1
1936,POLR3B
1937,RPAIN
1938,FCGR3A
1939,SYT4
1940,HYAL4
1941,SYT12
1942,BICRA
1943,MYOF
1944,EXOC3L1
1945,TAS2R19
1946,MEGF6
1947,MOB1B
1948,USP6NL
1949,C11orf83
1950,NEK10
1951,RPL39L
1952,CCNQ
1953,POLR3C
1954,SMARCA2
1955,RLN3
1956,NOP16
1957,RNF138
1958,SLC27A2
1959,DBNDD2
1960,PIRT
1961,ARHGAP32
1962,COG1
1963,CYB5R4
1964,COMP
1965,CLCN1
1966,PRMT2
1967,HAND2
1968,HEG1
1969,MAT2B
1970,PSMD2
1971,ARHGEF25
1972,CFAP53
1973,NLGN4Y
1974,TMEM135
1975,CDHR3
1976,SEPTIN6
1977,BMX
1978,PTAFR
1979,SYCP2
1980,ROCK1
1981,NAT10
1982,ERC2
1983,PCDHGB1
1984,CES3
1985,ZNF341
1986,ABHD10
1987,EXOC6B
1988,TNFRSF17
1989,SCAMP2
1990,TFAM
1991,SYT11
1992,RUSC1
1993,GINS1
1994,DGKA
1995,SDCBP2
1996,LOC100271831
1997,DNLZ
1998,CYP3A43
1999,MAL2
2000,OSTN
2001,GALNT2
2002,GPR27
2003,CPSF3
2004,EIF2AK3
2005,OTUD7B
2006,TFPI
2007,TAF6
2008,CDK17
2009,TNFRSF9
2010,TTL
2011,RNASE8
2012,LRBA
2013,TLCD3B
2014,PARG
2015,ZNF140
2016,MED1
2017,PFAS
2018,RUFY2
2019,RHOXF1
2020,CEP57
2021,PTPRZ1
2022,IL9R
2023,KSR1
2024,STOML2
2025,LIN28B
2026,HMBS
2027,PIK3C2B
2028,DVL1P1
2029,DARS2
2030,FETUB
2031,ADAM28
2032,HOXD12
2033,SNRPG
2034,FCRL1
2035,DND1
2036,SMG9
2037,ERAL1
2038,PSG10P
2039,CCNL1
2040,TASOR
2041,HEXA
2042,ZNF678
2043,SPEF2
2044,CHD1L
2045,TRIM47
2046,CCDC73
2047,NDUFB5
2048,CMTM3
2049,DNAJC19
2050,CEP68
2051,SLC10A4
2052,CBL
2053,SEMA7A
2054,HOXD10
2055,OSBPL1A
2056,TCIM
2057,RN7SL2
2058,DISC1
2059,COPS3
2060,CEP112
2061,CCK
2062,B4GALT1
2063,ABCG1
2064,PPIC
2065,PPP2R2A
2066,ARAP2
2067,SPC24
2068,TMX2
2069,CYBA
2070,ZNF398
2071,NPR3
2072,OMP
2073,PSMA3
2074,TICAM2
2075,CHSY3
2076,RPS12
2077,TIGD2
2078,HAUS8
2079,SLC29A1
2080,BCL7A
2081,MIR25
2082,CDK1
2083,MIR197
2084,RAB39A
2085,ARF4
2086,NFE4
2087,GPR87
2088,BAAT
2089,RBM19
2090,HES1
2091,CDK18
2092,TPST2
2093,SLC25A5
2094,RHOBTB3
2095,SPATA2
2096,GSK3A
2097,UACA
2098,SLA
2099,NME2
2100,HOMER3
2101,SELE
2102,LCTL
2103,TPST1
2104,ILF2
2105,KBTBD2
2106,IPO8
2107,TAS2R43
2108,ATP5F1C
2109,IRAK2
2110,MT3
2111,DEUP1
2112,NOL10
2113,ARPC3
2114,BARHL2
2115,GRP
2116,UGT1A1
2117,FOLR3
2118,SNAP47
2119,LGALS8
2120,H3C1
2121,HARS1
2122,DOCK3
2123,ELDR
2124,ARPIN
2125,IKZF3
2126,MIR143
2127,MCOLN1
2128,LINC00958
2129,SRPK1
2130,COL8A2
2131,NR3C1
2132,CSNK1G2
2133,FBXW5
2134,PXMP2
2135,UBE2L1
2136,SBDS
2137,SLC1A1
2138,PNP
2139,RNASE1
2140,TSSK3
2141,CHIT1
2142,HYDIN2
2143,IL25
2144,AZU1
2145,PJA1
2146,EXOC8
2147,COL6A4P1
2148,HRK
2149,LRIF1
2150,SACM1L
2151,GC
2152,CCL25
2153,FES
2154,H4C9
2155,AGAP2
2156,ANKHD1
2157,HSPA12B
2158,SLC45A2
2159,PIK3R3
2160,L3MBTL4
2161,MIR222
2162,TSACC
2163,ATM
2164,PABPC1
2165,SMCO4
2166,ABI2
2167,CTC1
2168,SKI
2169,LGALS1
2170,H4C2
2171,ZNF688
2172,RPA1
2173,GACAT3
2174,OR2W3
2175,PECR
2176,VTI1B
2177,CCDC125
2178,HSD17B2
2179,CPEB4
2180,ACADSB
2181,H2AC17
2182,ANAPC15
2183,ZNF737
2184,ITPKA
2185,UBL3
2186,PLEKHA2
2187,HLTF
2188,MAGEB17
2189,C10orf12
2190,SHQ1
2191,LECT2
2192,KMT2E
2193,SLC22A6
2194,MIR675
2195,AIMP2
2196,TIPARP
2197,FRK
2198,TACR1
2199,CCAT2
2200,VNN3P
2201,TNK1
2202,AGTR2
2203,ABCA5
2204,KRT10
2205,PKD2L2
2206,HIVEP3
2207,RGMA
2208,SGIP1
2209,LRWD1
2210,EIF4EBP2
2211,MUSK
2212,TGFB3
2213,POLR3A
2214,ROBO3
2215,RPL13
2216,GTF2H1
2217,OTUD4
2218,PRKCD
2219,ZBTB39
2220,PKIA
2221,HSPA9
2222,TAF15
2223,ERVE-1
2224,STAP2
2225,PSEN1
2226,ST7
2227,BANP
2228,MFSD4B
2229,TSPYL4
2230,CLEC4D
2231,C15orf24
2232,ANP32A
2233,PAH
2234,CHCHD3
2235,IFNL4
2236,ARL2BP
2237,UIMC1
2238,ATG16L1
2239,H4-16
2240,GPCPD1
2241,FOXG1
2242,MPV17L
2243,DNAH3
2244,C4A
2245,SELENOS
2246,MRC1
2247,TRERF1
2248,INPPL1
2249,CLSTN2
2250,PPP1R17
2251,PAK2
2252,UBE4A
2253,SCN2B
2254,HADHA
2255,KIAA1267
2256,MGAT4A
2257,TAPBPL
2258,BMP5
2259,EHBP1
2260,GBP7
2261,ARHGAP44
2262,DDIT3
2263,DMP1
2264,H2BC3
2265,RMST
2266,SINHCAF
2267,IFNL3
2268,LHCGR
2269,SOX6
2270,ZC3H12D
2271,CDK19
2272,ZNF318
2273,SIAH1
2274,KRT12
2275,SRP68
2276,TRAPPC3
2277,LPAR3
2278,HBXIP
2279,PDE6D
2280,KLK10
2281,DDHD2
2282,EMC8
2283,NOD1
2284,FAM13A-AS1
2285,CFAP298
2286,SCGB1D2
2287,DYNC2H1
2288,RPS18
2289,RIN2
2290,NIPSNAP3A
2291,AIRN
2292,NLRP13
2293,C4BPB
2294,PPDPF
2295,MRRF
2296,MRPL15
2297,ST6GALNAC6
2298,MAOB
2299,APOL5
2300,IL1R1
2301,KDF1
2302,FKBP9
2303,OSTM1
2304,FLNA
2305,PMP2
2306,CLUAP1
2307,RAD23B
2308,EME2
2309,ECE1
2310,PLEK2
2311,EIF1AX
2312,COX7B
2313,SNRPC
2314,ZSCAN18
2315,CCN1
2316,C9orf16
2317,RFPL1
2318,RFC1
2319,MRPL54
2320,B3GAT2
2321,DFFA
2322,USP48
2323,ZNF134
2324,MTA2
2325,ITPKC
2326,ADAMTSL4
2327,KHDRBS3
2328,CEP41
2329,CHTF18
2330,PPIB
2331,NKX2-4
2332,C4orf48
2333,ZNF17
2334,P2RX4
2335,HS3ST5
2336,IL16
2337,CCDC86
2338,CASK
2339,WDR47
2340,DZIP1
2341,PRKG1
2342,BIK
2343,GTF2I
2344,PRDM7
2345,CDON
2346,ARLNC1
2347,EFNA1
2348,NKX2-2
2349,RRAGD
2350,SLC9A2
2351,RGPD6
2352,ARPP21
2353,NBPF11
2354,PRPH2
2355,THRIL
2356,RNASEK
2357,PMS1
2358,PRODH
2359,LPCAT4
2360,AEBP2
2361,ZBTB21
2362,SH2D3A
2363,TOB2
2364,ARHGEF15
2365,LUC7L
2366,CSK
2367,MIR302A
2368,RHCG
2369,TBC1D13
2370,KIAA1328
2371,EDN1
2372,PYCARD
2373,ADAP1
2374,SNRK
2375,PCDH15
2376,LIMK1
2377,CASD1
2378,SLC5A8
2379,DHRS4-AS1
2380,ITGAE
2381,CDK16
2382,D2HGDH
2383,GPR89A
2384,HBEGF
2385,EPHB2
2386,IGBP1
2387,SIRT7
2388,MT-TH
2389,SLC22A1
2390,ASAP3
2391,SS18
2392,CCL27
2393,GIMAP7
2394,PTPRQ
2395,TBC1D15
2396,GUCY1B2
2397,TRV-CAC1-6
2398,GAN
2399,ZNF92
2400,GDAP2
2401,SLC7A14
2402,CDK11B
2403,CORIN
2404,H2BC9
2405,MED4
2406,BICD2
2407,TMEM11
2408,CD22
2409,SMNDC1
2410,RASSF7
2411,CENPO
2412,BTBD10
2413,OPN1MW
2414,ANKRD34B
2415,BRD2
2416,PRDM15
2417,ZNF273
2418,PIGS
2419,MEGF11
2420,SERPINA1
2421,MYH4
2422,SULT1C3
2423,APLNR
2424,H4C11
2425,SLC52A1
2426,SI
2427,FAM90A18
2428,CROT
2429,SNUPN
2430,FOXP4
2431,NOS3
2432,ADGRG1
2433,IFI44
2434,PEA15
2435,BCYRN1
2436,PGAM5
2437,PILRB
2438,PERM1
2439,HELZ
2440,TAF8
2441,HSD17B6
2442,WDR25
2443,AZI2
2444,SPANXN3
2445,WRN
2446,CELA3A
2447,PTPRK
2448,PRH1
2449,CPNE1
2450,DIMT1
2451,ZRANB3
2452,DELEC1
2453,PDLIM4
2454,RUVBL1
2455,FGD4
2456,SPINK6
2457,SEC14L1
2458,RXRB
2459,WNT3A
2460,SEMA5B
2461,ZNF124
2462,CTSB
2463,EIF4G2
2464,H19
2465,LDAF1
2466,FERD3L
2467,INHA
2468,TRQ-CTG1-5
2469,SGCA
2470,RNGTT
2471,SEH1L
2472,SQSTM1
2473,CRYZL1
2474,KLK2
2475,SLC35A3
2476,TINAGL1
2477,CT83
2478,BTBD7
2479,CD300LB
2480,ATP11C
2481,LPIN2
2482,CASC8
2483,EFNA5
2484,PCSK4
2485,BRI3BP
2486,KIF15
2487,C4orf54
2488,NFATC2IP
2489,FCGR1BP
2490,TCIRG1
2491,FASTKD3
2492,PRR11
2493,SNORD27
2494,B3GAT1
2495,RNF2
2496,ROPN1L
2497,ZNF451
2498,OSTC
2499,SLCO1B1
2500,RPL21
2501,MYMK
2502,ANKRD30B
2503,TRIM39
2504,IL12A
2505,SVBP
2506,ANKRD27
2507,MFSD8
2508,SLC10A3
2509,SPAG5
2510,UPP2
2511,FMO4
2512,FAM120C
2513,NT5E
2514,GALP
2515,DTL
2516,POU5F1
2517,DEFA3
2518,CLEC16A
2519,MAP3K1
2520,CYP4F22
2521,CYS1
2522,MIR139
2523,MAPK8
2524,DOT1L
2525,HPD
2526,CAPN7
2527,HNRNPK
2528,ANTXR2
2529,TCTN1
2530,TLR10
2531,SYT5
2532,SLC44A4
2533,PLPP6
2534,TPR
2535,MOCOS
2536,PCDHB1
2537,H4C6
2538,GDF3
2539,SCN7A
2540,EMSLR
2541,ANKS4B
2542,IFNA17
2543,NUP43
2544,NBPF6
2545,PDLIM7
2546,SYNRG
2547,DEPTOR
2548,SCNM1
2549,EPCAM
2550,EPHA6
2551,ZW10
2552,SPIN1
2553,ERGIC1
2554,ADAMTS14
2555,DAPK2
2556,PFDN6
2557,CEP19
2558,PSMG4
2559,DMKN
2560,CLK3
2561,SGK269
2562,SLC41A3
2563,GRPR
2564,ADAT3
2565,ZBTB7C
2566,PEX10
2567,ZNF407
2568,SEC24C
2569,PCIF1
2570,FUT2
2571,ARID5B
2572,UBXN2B
2573,RBPJL
2574,ITIH3
2575,DDX42
2576,HYAL2
2577,EFR3A
2578,TAAR6
2579,CTDSPL
2580,EMCN
2581,LIPH
2582,CA13
2583,NUSAP1
2584,NDUFS1
2585,MYH7B
2586,TFCP2
2587,C20orf24
2588,TTC8
2589,IFNA13
2590,ATP6V1E1
2591,PTH2R
2592,GGTLC2
2593,MAFA
2594,NANP
2595,CCND2
2596,CLUH
2597,C14orf43
2598,KDELR1
2599,RPS27A
2600,KDM1A
2601,LIN7B
2602,SIRT5
2603,GNAQ
2604,STRAP
2605,CDK20
2606,MAP2K6
2607,RAB2B
2608,MTNR1A
2609,RIN3
2610,SRSF2
2611,WDR6
2612,H2AC12
2613,KCNH7
2614,DCD
2615,SELENBP1
2616,ZNF639
2617,RHOT1
2618,NDUFA11
2619,COL21A1
2620,HRH2
2621,BARD1
2622,LYNX1
2623,SHD
2624,ARHGAP29
2625,PPP1R2C
2626,ABHD2
2627,AMBRA1
2628,ZNF518B
2629,PLD4
2630,CAMSAP1
2631,CD44
2632,GABRE
2633,MARK4
2634,AGAP3
2635,SYNGR2
2636,RABAC1
2637,KRIT1
2638,TMEM187
2639,PLXDC1
2640,HSPB6
2641,CR1
2642,SLC5A1
2643,ADGRL1
2644,MTHFS
2645,PGGT1B
2646,SLITRK2
2647,PSD3
2648,KDM5D
2649,KLRA1P
2650,IKBIP
2651,LUCAT1
2652,PYROXD2
2653,NREP
2654,CDC42EP3
2655,UBE2QL1
2656,FAM168A
2657,CAMK2D
2658,WNT5B
2659,LHX1
2660,MSRA
2661,GPR15
2662,SLC34A2
2663,FAM3D
2664,TSEN2
2665,TNFSF15
2666,CRTC3
2667,RFWD3
2668,TMEM241
2669,ASCC3
2670,TCL1B
2671,ZFYVE19
2672,DLL3
2673,HMX1
2674,KIF3A
2675,SYNE3
2676,CALHM2
2677,GDE1
2678,NUP153
2679,UBR5
2680,DNAI3
2681,PARP1
2682,ANGEL2
2683,SLC2A14
2684,TDP2
2685,RCN3
2686,CNTN6
2687,NOP9
2688,SHMT2
2689,NDUFA3
2690,ACP2
2691,LSM7
2692,SGPP1
2693,RBM10
2694,HACD3
2695,AGR2
2696,UBE2K
2697,DNAH14
2698,PAN3
2699,UPF1
2700,AFF2
2701,RPS6KA1
2702,ALDH1A2
2703,PPAT
2704,KLRC2
2705,SLC1A5
2706,MIR34A
2707,PARP6
2708,LZIC
2709,SNF8
2710,STK25
2711,RASL10B
2712,ELOC
2713,NDUFS8
2714,LGALS7B
2715,TRAF2
2716,ERGIC2
2717,GUCY2C
2718,MAGEL2
2719,MARF1
2720,TMIGD2
2721,CCT8
2722,UGT2B4
2723,TMEM199
2724,RNF19B
2725,EIF2D
2726,BTRC
2727,MIR661
2728,ANXA5
2729,PTGDR
2730,PSMB5
2731,PAX3
2732,GPSM1
2733,HTN1
2734,VAC14
2735,OC90
2736,GAGE2C
2737,JADE1
2738,LY6G5C
2739,PRAM1
2740,CACFD1
2741,DSTYK
2742,EHF
2743,RNF170
2744,KNSTRN
2745,RPL36AL
2746,LSMD1
2747,MAPK12
2748,EPHB3
2749,CES5A
2750,SAP30L
2751,PTCHD4
2752,PDX1
2753,SIX6
2754,XRCC2
2755,SAFB2
2756,PNPLA2
2757,ATG3
2758,TNFSF8
2759,PSMB8
2760,NEDD9
2761,ATXN8
2762,ADCY7
2763,MYCL
2764,COPS4
2765,SLC25A44
2766,CASC3
2767,DUSP11
2768,TRHR
2769,FLT4
2770,HNRNPH1
2771,NPHP4
2772,UBR2
2773,LIG4
2774,NSG1
2775,SERINC3
2776,MBL2
2777,GFM2
2778,CRYBB1
2779,MCM8
2780,DYNLT1
2781,TOMM7
2782,IL5RA
2783,GPR55
2784,C1QL2
2785,ATG101
2786,SYNM
2787,QSOX1
2788,DLX2
2789,MIR138-1
2790,SLC6A14
2791,CUTC
2792,ATAD3C
2793,LTBP4
2794,PALM
2795,MTUS1
2796,GJB3
2797,HSBP1
2798,NELFCD
2799,IGF2-AS
2800,TSNAX
2801,CNIH2
2802,FNDC3B
2803,LPO
2804,RFX1
2805,UFD1
2806,CABLES1
2807,MIR1258
2808,UQCC3
2809,ZNF518A
2810,RSPH3
2811,MIR223
2812,CFAP47
2813,GPRIN2
2814,TYROBP
2815,LIPA
2816,NOTCH4
2817,FSCN2
2818,SPATA4
2819,BTBD2
2820,LMO2
2821,LYZL2
2822,ZMYND8
2823,ERP29
2824,PDE4C
2825,RNR2
2826,RAB5C
2827,NAV2
2828,DAZAP2
2829,TTC3
2830,HDAC9
2831,GLT6D1
2832,LRRC15
2833,ARHGEF1
2834,PDGFD
2835,PPP3CB
2836,KRT6B
2837,FYCO1
2838,CYB5A
2839,MPST
2840,NHLH2
2841,SUPT20H
2842,PDZD7
2843,TXNDC11
2844,PPP1R1C
2845,SLC4A1AP
2846,DBI
2847,CYLC2
2848,PTF1A
2849,GHRL
2850,KDM2A
2851,TEX11
2852,NDST3
2853,DERL3
2854,CXCL5
2855,MNAT1
2856,LTBP1
2857,HS3ST2
2858,PHF19
2859,APOD
2860,CT45A2
2861,SPAG9
2862,TSPAN1
2863,SAFB
2864,CCNL2
2865,PHKA1
2866,KIR3DL1
2867,TXNRD2
2868,CCDC110
2869,BTLA
2870,MT4
2871,MOGAT1
2872,ATP8B2
2873,RIDA
2874,NPAT
2875,PTPRJ
2876,FGFR2
2877,STXBP6
2878,FAM3C
2879,SLC17A3
2880,NECAB3
2881,NPRL3
2882,ARHGAP35
2883,TRAF6
2884,SNORD43
2885,CUEDC2
2886,CHERP
2887,ANO7
2888,EPS15
2889,ANGPT1
2890,LRP6
2891,KIF7
2892,MT1B
2893,TTC12
2894,CNOT6L
2895,RAB34
2896,MMAB
2897,VPS35L
2898,GALNS
2899,SLC22A13
2900,KRT73
2901,LRIG2
2902,FCGR2B
2903,EFHC1
2904,IRF9
2905,SEC31A
2906,MAPK8IP2
2907,PCLO
2908,SERPINB9
2909,SMN2
2910,ZMAT1
2911,CERS6
2912,WNK4
2913,BCS1L
2914,ELP5
2915,IVNS1ABP
2916,ZNRD1ASP
2917,PPP2CA
2918,PHF8
2919,NLGN1
2920,DOLPP1
2921,ZRSR2
2922,JAKMIP3
2923,ZNF524
2924,SMAD6
2925,PBX1
2926,DOK5
2927,BRAT1
2928,DNAAF3
2929,KLF4
2930,MIR302C
2931,STBD1
2932,CLDN10
2933,SAC3D1
2934,APEH
2935,AP2A2
2936,AIFM1
2937,SLC24A3
2938,SLC39A7
2939,ENPP4
2940,SOX15
2941,DLGAP2
2942,STARD13
2943,SLC39A3
2944,ALMS1
2945,LCE3A
2946,EFR3B
2947,CBFA2T2
2948,GAGE8
2949,C14orf2
2950,ELOB
2951,SKA2
2952,FOXJ2
2953,CACNA1G
2954,PAPOLG
2955,SLC35B4
2956,CD86
2957,RGS7
2958,NOCT
2959,TFAP2A
2960,TSC22D3
2961,GCM2
2962,EDEM3
2963,CLCN2
2964,CPNE5
2965,PCDH17
2966,PIGBOS1
2967,CCNO
2968,VPS37C
2969,ACRBP
2970,NEXN-AS1
2971,NPY
2972,HSPB7
2973,AIF1
2974,SPDYE3
2975,MAP1B
2976,B3GALT5
2977,PCDHA5
2978,NAGS
2979,TBX22
2980,SIRPB1
2981,PAPPA2
2982,DESI2
2983,DMXL1
2984,TMEM205
2985,HIGD2A
2986,EEFSEC
2987,GOLGA6A
2988,TXNDC16
2989,CKAP4
2990,PLA2G7
2991,MOGAT3
2992,IGSF5
2993,PTPRCAP
2994,CIDEC
2995,FLII
2996,A1BG
2997,ATF7
2998,MIR26A2
2999,SOAT2
3000,KCNJ4
3001,ARID5A
3002,SRD5A3
3003,HCLS1
3004,NOLC1
3005,PPP1CA
3006,RIN1
3007,APOBEC3H
3008,HTR7
3009,UGT1A5
3010,TIGAR
3011,TTC21B
3012,ZNF618
3013,ARL6IP5
3014,CAPRIN1
3015,SFMBT1
3016,MTCH2
3017,HSPG2
3018,LEPR
3019,DEGS2
3020,RALGPS2
3021,ZNF236
3022,TLX1
3023,CBLN4
3024,NPBWR1
3025,PPCDC
3026,PIFO
3027,MT1G
3028,CREB3L4
3029,MUC3A
3030,GJA4
3031,RAG2
3032,TRAC
3033,CD320
3034,HLA-DPB1
3035,ODF3
3036,KPTN
3037,CTSH
3038,RGS9BP
3039,NBEAP1
3040,CHRNA5
3041,MOB1A
3042,MGAT4D
3043,MEMO1
3044,PAPLN
3045,ZBTB5
3046,BATF
3047,PLGRKT
3048,A1CF
3049,NRBP2
3050,SNAPC5
3051,CHRM1
3052,CERS2
3053,ETV4
3054,CLEC12B
3055,ZNF100
3056,SPANXA2
3057,AKAP5
3058,SSX1
3059,F8A1
3060,SNAP25
3061,FIGNL1
3062,MED28
3063,ANXA2
3064,FOXO6
3065,H3C7
3066,TMEM131
3067,TMBIM6
3068,KIF4B
3069,IL17RD
3070,COL10A1
3071,SPAST
3072,KPNA6
3073,DMRTA2
3074,NANS
3075,SLAMF7
3076,MSLN
3077,ICOSLG
3078,SIRT6
3079,POP1
3080,ZXDB
3081,NEK5
3082,RD3
3083,SH3GLB2
3084,ADGRG3
3085,ST6GALNAC3
3086,MYL2
3087,HOXC5
3088,TRIM34
3089,GATAD2A
3090,FANCL
3091,BTNL3
3092,PLOD1
3093,DIO2
3094,IPO7
3095,RRM2
3096,NEFM
3097,SHH
3098,ELOF1
3099,ANKAR
3100,EFNB3
3101,PODN
3102,AAAS
3103,MUTYH
3104,YPEL3
3105,FKBP3
3106,SEPTIN14
3107,RSAD2
3108,SREBF2
3109,DPY30
3110,RPRD1B
3111,LAX1
3112,CEACAM4
3113,RC3H1
3114,CIAO2A
3115,RPL18A
3116,MINK1
3117,H1-10
3118,RNASE2
3119,FAM169A
3120,RBL2
3121,PLAU
3122,KLK5
3123,UOX
3124,ALDH3B2
3125,NEUROG2
3126,STARD4
3127,KIAA0319
3128,MOB4
3129,NBPF5P
3130,PDPR
3131,LRRC37A2
3132,SH3GL2
3133,HCAR3
3134,DENR
3135,TIAL1
3136,CCNB1IP1
3137,TCN1
3138,TOM1
3139,C1orf87
3140,TBCEL
3141,RSU1
3142,MEF2C
3143,PAX2
3144,MAPK1
3145,MYOC
3146,MGLL
3147,CCAR2
3148,PSMA8
3149,RPTOR
3150,NELL2
3151,EXOSC3
3152,PLPP2
3153,RNF130
3154,SPC25
3155,PPP4R2
3156,SERPINA4
3157,GOSR1
3158,RYR3
3159,KHSRP
3160,SLC10A5
3161,ELN
3162,HDAC4
3163,SMC5
3164,ACACB
3165,PRC1
3166,PDE6B
3167,URM1
3168,SIAH3
3169,HNRNPR
3170,ZBP1
3171,HPX
3172,HNRNPM
3173,UBE2C
3174,MCM9
3175,ALPL
3176,LPAR4
3177,AP3B1
3178,NIBAN2
3179,ZBED6
3180,ENDOD1
3181,LPAR5
3182,USP3
3183,CENPP
3184,RAB28
3185,MIR98
3186,SNORA3B
3187,AK8
3188,GRK4
3189,TIMM17B
3190,PMPCA
3191,NBPF4
3192,ADPRS
3193,ELMOD1
3194,SEPTIN12
3195,MKNK2
3196,PTCD2
3197,CNTLN
3198,PARP2
3199,CNEP1R1
3200,CEACAM3
3201,SPCS1
3202,AMELX
3203,KIR2DL1
3204,MPI
3205,HOXA2
3206,CXXC1
3207,IL1RAP
3208,MRPL17
3209,TM9SF4
3210,OR2H2
3211,CD300E
3212,CYP4Z2P
3213,USP33
3214,HDGF
3215,BLVRB
3216,IL10RA
3217,SORD
3218,AACS
3219,POP7
3220,FUT8
3221,WDR90
3222,DNAJB2
3223,GNAS
3224,UNG
3225,YOD1
3226,CCDC106
3227,USP34
3228,ASPH
3229,HOXC8
3230,MICU1
3231,MIRLET7I
3232,ABCG4
3233,NDUFA12
3234,ITGB8
3235,PPP2R5A
3236,SLC18A2
3237,CACNA1F
3238,XPR1
3239,MIR328
3240,PLXNB1
3241,KLK1
3242,ATP5G2
3243,IQGAP1
3244,FXYD7
3245,COG6
3246,UBE2R2
3247,KCNK18
3248,KRT16
3249,MMRN1
3250,MALT1
3251,KCNK12
3252,PAPOLA
3253,GSDME
3254,SLC2A2
